brinnummer_duo,opleidingscode_duo,instellingsnaam_duo,croho_onderdeel_duo,croho_subonderdeel_duo,opleidingsnaam_duo,ho_type,soortopleiding_duo,2015_man_i,2015_vrouw_i,2016_man_i,2016_vrouw_i,2017_man_i,2017_vrouw_i,2018_man_i,2018_vrouw_i,2019_man_i,2019_vrouw_i,2015_tot_i,2016_tot_i,2017_tot_i,2018_tot_i,2019_tot_i,2014_man_d,2014_vrouw_d,2015_man_d,2015_vrouw_d,2016_man_d,2016_vrouw_d,2017_man_d,2017_vrouw_d,2018_man_d,2018_vrouw_d,2014_tot_d,2015_tot_d,2016_tot_d,2017_tot_d,2018_tot_d,gemeentenummer_duo,cluster_sdb,sector_sdb,actieveopleiding_sdb,naamopleidingengels_sdb,eerstejaarsaantal_sdb,studentenaantal_sdb,_merge,tech_keyword,tech_label
25JX,39110,Zuyd Hogeschool,taal en cultuur,opleidingen op het gebied van de kunst,Autonome Beeldende Kunst,hbo,bachelor,2.0,6.0,3.0,12.0,2.0,7.0,3.0,7.0,7.0,10.0,8.0,15.0,9.0,10.0,17.0,3.0,8.0,4.0,10.0,2.0,9.0,3.0,4.0,3.0,10.0,11.0,14.0,11.0,7.0,13.0,"['917', '935', '1883']",Kunstacademie,Kunst en Cultuur,1.0,Fine Art,14.0,57.0,both,,no_tech
25JX,39111,Zuyd Hogeschool,taal en cultuur,opleidingen op het gebied van de kunst,Vormgeving,hbo,bachelor,21.0,47.0,17.0,52.0,22.0,65.0,11.0,64.0,18.0,67.0,68.0,69.0,87.0,75.0,85.0,23.0,52.0,11.0,52.0,8.0,35.0,8.0,44.0,13.0,40.0,75.0,63.0,43.0,52.0,53.0,"['917', '935', '1883']",Kunstacademie,Kunst en Cultuur,1.0,Design,100.0,334.0,both,design,designer
25JX,44336,Zuyd Hogeschool,taal en cultuur,opleidingen voortgezette bouwkunst,Architectuur,hbo,master,7.0,0.0,3.0,2.0,10.0,1.0,5.0,3.0,5.0,3.0,7.0,5.0,11.0,8.0,8.0,0.0,2.0,6.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,10.0,6.0,2.0,5.0,"['917', '935', '1883']",Bouwkunde,Techniek,1.0,Architecture,8.0,33.0,both,,no_tech
25JX,40118,Zuyd Hogeschool,taal en cultuur,voortgezette kunstopleidingen,Theater,hbo,master,0.0,0.0,4.0,5.0,3.0,2.0,6.0,5.0,5.0,4.0,0.0,9.0,5.0,11.0,9.0,0.0,0.0,0.0,3.0,4.0,10.0,1.0,1.0,0.0,1.0,0.0,3.0,14.0,2.0,1.0,"['917', '935', '1883']",Toneel,Kunst en Cultuur,1.0,Theatre,11.0,19.0,both,,no_tech
25JX,44739,Zuyd Hogeschool,taal en cultuur,voortgezette kunstopleidingen,Muziek,hbo,master,26.0,25.0,41.0,39.0,42.0,30.0,52.0,32.0,33.0,33.0,51.0,80.0,72.0,84.0,66.0,25.0,18.0,20.0,27.0,19.0,20.0,38.0,30.0,30.0,26.0,43.0,47.0,39.0,68.0,56.0,"['917', '935', '1883']",Muziek,Kunst en Cultuur,1.0,Music,82.0,164.0,both,,no_tech
25JX,49238,Zuyd Hogeschool,taal en cultuur,voortgezette kunstopleidingen,Interieurarchitectuur,hbo,master,3.0,7.0,1.0,12.0,3.0,10.0,6.0,11.0,7.0,6.0,10.0,13.0,13.0,17.0,13.0,2.0,1.0,0.0,7.0,2.0,1.0,2.0,9.0,2.0,11.0,3.0,7.0,3.0,11.0,13.0,"['917', '935', '1883']",Ontwerpen,Kunst en Cultuur,1.0,Interior Architecture,16.0,37.0,both,,no_tech
25JX,30008,Zuyd Hogeschool,techniek,n.v.t. (techniek),Applied Science,hbo,bachelor,72.0,51.0,55.0,46.0,58.0,43.0,68.0,38.0,48.0,40.0,123.0,101.0,101.0,106.0,88.0,30.0,12.0,39.0,20.0,39.0,30.0,31.0,38.0,34.0,27.0,42.0,59.0,69.0,69.0,61.0,"['917', '935', '1883']",Chemie en Chemische technologie,Exact en Informatica,1.0,Applied Science,115.0,404.0,both,applied,no_tech
25JX,30020,Zuyd Hogeschool,techniek,n.v.t. (techniek),HBO-ICT,hbo,bachelor,118.0,7.0,134.0,9.0,125.0,14.0,152.0,10.0,107.0,6.0,125.0,143.0,139.0,162.0,113.0,105.0,10.0,141.0,5.0,95.0,5.0,59.0,4.0,101.0,7.0,115.0,146.0,100.0,63.0,108.0,"['917', '935', '1883']",Informatica,Exact en Informatica,1.0,Information & Communication Technology,191.0,627.0,both,"information, technology",support
25JX,30039,Zuyd Hogeschool,techniek,n.v.t. (techniek),Mens en Techniek,hbo,bachelor,14.0,19.0,19.0,27.0,21.0,20.0,14.0,31.0,18.0,16.0,33.0,46.0,41.0,45.0,34.0,14.0,9.0,9.0,13.0,24.0,6.0,16.0,21.0,16.0,21.0,23.0,22.0,30.0,37.0,37.0,"['917', '935', '1883']",Ergotherapie en Beweging,Gezondheid,1.0,Health Technology,61.0,186.0,both,technology,no_tech
25JX,30107,Zuyd Hogeschool,techniek,n.v.t. (techniek),Engineering,hbo,bachelor,131.0,5.0,131.0,6.0,126.0,10.0,159.0,9.0,142.0,6.0,136.0,137.0,136.0,168.0,148.0,121.0,3.0,140.0,7.0,104.0,5.0,149.0,11.0,119.0,2.0,124.0,147.0,109.0,160.0,121.0,"['917', '935', '1883']",Werktuigbouwkunde,Techniek,1.0,Engineering,180.0,675.0,both,engineer,no_tech
25JX,34092,Zuyd Hogeschool,techniek,n.v.t. (techniek),Communication and Multimedia Design,hbo,bachelor,40.0,20.0,38.0,41.0,41.0,35.0,40.0,38.0,27.0,24.0,60.0,79.0,76.0,78.0,51.0,40.0,20.0,26.0,23.0,24.0,16.0,29.0,19.0,35.0,17.0,60.0,49.0,40.0,48.0,52.0,"['917', '935', '1883']",Mediastudies,Taal en Communicatie,1.0,Communication & Multimedia Design,100.0,353.0,both,"multimedia, design",designer
25JX,39280,Zuyd Hogeschool,techniek,n.v.t. (techniek),Built Environment,hbo,bachelor,67.0,13.0,66.0,24.0,83.0,18.0,70.0,19.0,75.0,29.0,80.0,90.0,101.0,89.0,104.0,97.0,10.0,77.0,15.0,56.0,18.0,49.0,9.0,52.0,11.0,107.0,92.0,74.0,58.0,63.0,"['917', '935', '1883']",Bouwkunde,Techniek,1.0,Built Environment,109.0,394.0,both,,no_tech
25JX,80132,Zuyd Hogeschool,techniek,n.v.t. (techniek),ICT,hbo,associate degree,0.0,0.0,0.0,0.0,102.0,7.0,83.0,9.0,50.0,3.0,0.0,0.0,109.0,92.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,23.0,4.0,0.0,0.0,0.0,16.0,27.0,"['917', '935', '1883']",Informatica,Exact en Informatica,1.0,Information & Communication Technology,88.0,145.0,both,"information, technology",support
25KB,30029,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),International Business,hbo,bachelor,153.0,141.0,162.0,130.0,176.0,125.0,181.0,151.0,129.0,112.0,294.0,292.0,301.0,332.0,241.0,38.0,29.0,44.0,45.0,42.0,78.0,61.0,83.0,71.0,96.0,67.0,89.0,120.0,144.0,167.0,"['202', '268']",International Business and Management,Economie en Bedrijf,1.0,International Business,324.0,895.0,both,,no_tech
25KB,34035,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),Bedrijfskunde,hbo,bachelor,123.0,51.0,121.0,72.0,147.0,83.0,202.0,98.0,160.0,79.0,174.0,193.0,230.0,300.0,239.0,64.0,35.0,74.0,61.0,87.0,52.0,84.0,43.0,72.0,40.0,99.0,135.0,139.0,127.0,112.0,"['202', '268']",Bedrijfskunde en management,Economie en Bedrijf,1.0,Business Administration,357.0,1045.0,both,,no_tech
25KB,34402,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),Commerciele Economie,hbo,bachelor,158.0,52.0,181.0,55.0,170.0,51.0,172.0,64.0,132.0,69.0,210.0,236.0,221.0,236.0,201.0,120.0,43.0,96.0,35.0,102.0,28.0,99.0,48.0,104.0,47.0,163.0,131.0,130.0,147.0,151.0,"['202', '268']",Commerciële economie,Economie en Bedrijf,1.0,Marketing Management,324.0,1198.0,both,marketing,no_tech
25KB,34405,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),Communicatie,hbo,bachelor,48.0,108.0,40.0,125.0,53.0,157.0,49.0,147.0,52.0,153.0,156.0,165.0,210.0,196.0,205.0,27.0,109.0,33.0,126.0,21.0,101.0,26.0,123.0,36.0,113.0,136.0,159.0,122.0,149.0,149.0,"['202', '268']",Communicatie,Taal en Communicatie,1.0,Communication,257.0,958.0,both,,growth
25KB,34406,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),Accountancy,hbo,bachelor,110.0,44.0,89.0,47.0,104.0,43.0,116.0,49.0,122.0,43.0,154.0,136.0,147.0,165.0,165.0,39.0,26.0,44.0,33.0,44.0,23.0,56.0,20.0,48.0,34.0,65.0,77.0,67.0,76.0,82.0,"['202', '268']",Accountancy en fiscaal,Economie en Bedrijf,1.0,Accountancy,196.0,660.0,both,,no_tech
25KB,34432,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),Food and Business,hbo,bachelor,59.0,85.0,59.0,134.0,68.0,110.0,66.0,103.0,31.0,90.0,144.0,193.0,178.0,169.0,121.0,5.0,10.0,12.0,16.0,15.0,20.0,20.0,52.0,40.0,86.0,15.0,28.0,35.0,72.0,126.0,"['202', '268']",Voeding,Aarde en Milieu,1.0,Food and Business,203.0,714.0,both,,no_tech
25KB,34500,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),Facility Management,hbo,bachelor,67.0,116.0,49.0,105.0,59.0,104.0,52.0,92.0,41.0,82.0,183.0,154.0,163.0,144.0,123.0,39.0,69.0,25.0,61.0,43.0,64.0,40.0,100.0,46.0,88.0,108.0,86.0,107.0,140.0,134.0,"['202', '268']",Facility management,Economie en Bedrijf,1.0,Facility Management,168.0,682.0,both,,no_tech
25KB,34609,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),Human Resource Management,hbo,bachelor,48.0,68.0,40.0,70.0,31.0,61.0,28.0,71.0,46.0,80.0,116.0,110.0,92.0,99.0,126.0,22.0,44.0,20.0,48.0,29.0,61.0,30.0,61.0,33.0,52.0,66.0,68.0,90.0,91.0,85.0,"['202', '268']",Personeel en Arbeid,Gedrag en Maatschappij,1.0,Human Resource Management,141.0,482.0,both,,no_tech
25KB,35517,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),"Finance, Tax and Advice",hbo,bachelor,64.0,31.0,50.0,31.0,49.0,34.0,23.0,23.0,25.0,22.0,95.0,81.0,83.0,46.0,47.0,51.0,20.0,25.0,19.0,44.0,18.0,43.0,17.0,33.0,26.0,71.0,44.0,62.0,60.0,59.0,"['202', '268']",Financial Services Management,Economie en Bedrijf,1.0,"Finance, Tax and Advice",66.0,370.0,both,,no_tech
25KB,35520,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),Finance & Control,hbo,bachelor,157.0,58.0,137.0,52.0,115.0,50.0,99.0,39.0,89.0,29.0,215.0,189.0,165.0,138.0,118.0,104.0,28.0,108.0,29.0,108.0,37.0,101.0,38.0,89.0,26.0,132.0,137.0,145.0,139.0,115.0,"['202', '268']",Bedrijfseconomie,Economie en Bedrijf,1.0,Finance & Control,188.0,741.0,both,,no_tech
25KB,35522,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),Logistics Management,hbo,bachelor,134.0,41.0,120.0,38.0,141.0,42.0,108.0,22.0,79.0,15.0,175.0,158.0,183.0,130.0,94.0,49.0,17.0,46.0,18.0,65.0,21.0,59.0,33.0,86.0,37.0,66.0,64.0,86.0,92.0,123.0,"['202', '268']",Bedrijfskunde en management,Economie en Bedrijf,1.0,Logistics Management,157.0,702.0,both,,no_tech
25KB,35523,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),Ondernemerschap & Retail Management,hbo,bachelor,96.0,38.0,94.0,34.0,109.0,30.0,128.0,35.0,161.0,40.0,134.0,128.0,139.0,163.0,201.0,36.0,15.0,27.0,11.0,30.0,16.0,41.0,11.0,52.0,16.0,51.0,38.0,46.0,52.0,68.0,"['202', '268']",Small Business en Retail Management,Economie en Bedrijf,1.0,Entrepreneurship & Retail Management,200.0,664.0,both,,no_tech
25KB,39205,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),HBO - Rechten,hbo,bachelor,93.0,186.0,103.0,181.0,101.0,209.0,92.0,247.0,88.0,235.0,279.0,284.0,310.0,339.0,323.0,43.0,89.0,46.0,87.0,44.0,117.0,49.0,125.0,50.0,116.0,132.0,133.0,161.0,174.0,166.0,"['202', '268']",HBO - Rechten,Recht en Bestuur,1.0,Law,408.0,1162.0,both,,no_tech
25KB,49142,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),Master Circulaire Economie,hbo,master,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,0.0,0.0,0.0,0.0,28.0,,,,,,,,,,,,,,,,"['202', '268']",Economie,Economie en Bedrijf,1.0,Master Circular Economics,0.0,0.0,both,,no_tech
25KB,80008,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),Accountancy,hbo,associate degree,19.0,16.0,7.0,3.0,10.0,9.0,12.0,10.0,9.0,12.0,35.0,10.0,19.0,22.0,21.0,13.0,9.0,7.0,15.0,10.0,7.0,8.0,3.0,10.0,10.0,22.0,22.0,17.0,11.0,20.0,"['202', '268']",Accountancy en fiscaal,Economie en Bedrijf,1.0,Accountancy,15.0,44.0,both,,no_tech
25KB,80074,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),Bedrijfskunde,hbo,associate degree,0.0,0.0,0.0,0.0,17.0,10.0,46.0,33.0,66.0,26.0,0.0,0.0,27.0,79.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,18.0,"['202', '268']",Bedrijfskunde,Economie en Bedrijf,1.0,Business Administration,54.0,98.0,both,,no_tech
25KB,80135,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),Online Marketing en Sales,hbo,associate degree,0.0,0.0,0.0,0.0,12.0,4.0,42.0,21.0,34.0,10.0,0.0,0.0,16.0,63.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,"['202', '268']",Commerciële economie,Economie en Bedrijf,1.0,Online Marketing en Sales,53.0,73.0,both,"online, marketing",growth
25KB,80136,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),Juridisch medewerker,hbo,associate degree,0.0,0.0,0.0,0.0,3.0,1.0,4.0,17.0,4.0,31.0,0.0,0.0,4.0,21.0,35.0,0.0,,0.0,,0.0,,0.0,,2.0,,0.0,0.0,0.0,0.0,2.0,"['202', '268']",HBO - Rechten,Recht en Bestuur,1.0,Employee,18.0,24.0,both,,no_tech
25KB,80149,Hogeschool van Arnhem en Nijmegen,economie,n.v.t. (economie),Logistics Management,hbo,associate degree,0.0,0.0,0.0,0.0,16.0,5.0,52.0,13.0,46.0,12.0,0.0,0.0,21.0,65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,11.0,"['202', '268']",,,1.0,Logistics Management,65.0,65.0,left_only,,no_tech
25KB,44113,Hogeschool van Arnhem en Nijmegen,gedrag en maatschappij,hogere kaderopleiding pedagogiek,Pedagogiek,hbo,master,10.0,34.0,10.0,19.0,3.0,33.0,11.0,24.0,8.0,34.0,44.0,29.0,36.0,35.0,42.0,4.0,39.0,6.0,25.0,6.0,25.0,7.0,25.0,6.0,35.0,43.0,31.0,31.0,32.0,41.0,"['202', '268']",Pedagogiek,Onderwijs en Opvoeding,1.0,Educational Theory,35.0,139.0,both,,no_tech
25KB,34040,Hogeschool van Arnhem en Nijmegen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Sportkunde,hbo,bachelor,141.0,93.0,135.0,110.0,190.0,91.0,171.0,91.0,165.0,87.0,234.0,245.0,281.0,262.0,252.0,144.0,79.0,126.0,81.0,101.0,67.0,122.0,89.0,137.0,76.0,223.0,207.0,168.0,211.0,213.0,"['202', '268']",Sport en Bewegen,Gedrag en Maatschappij,1.0,Sport Studies,337.0,1250.0,both,,no_tech
25KB,34116,Hogeschool van Arnhem en Nijmegen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Social Work,hbo,bachelor,169.0,521.0,141.0,482.0,112.0,374.0,132.0,480.0,143.0,412.0,690.0,623.0,486.0,612.0,555.0,127.0,505.0,146.0,555.0,159.0,513.0,139.0,469.0,141.0,469.0,632.0,701.0,672.0,608.0,610.0,"['202', '268']",Social Work,Gedrag en Maatschappij,1.0,Social Work,736.0,2802.0,both,,no_tech
25KB,34507,Hogeschool van Arnhem en Nijmegen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Toegepaste Psychologie,hbo,bachelor,26.0,78.0,39.0,92.0,20.0,77.0,54.0,88.0,35.0,105.0,104.0,131.0,97.0,142.0,140.0,11.0,39.0,15.0,58.0,13.0,53.0,8.0,44.0,11.0,48.0,50.0,73.0,66.0,52.0,59.0,"['202', '268']",Toegepaste Psychologie,Gedrag en Maatschappij,1.0,Applied Psychology,173.0,491.0,both,applied,no_tech
25KB,34644,Hogeschool van Arnhem en Nijmegen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Vaktherapie,hbo,bachelor,14.0,89.0,22.0,91.0,29.0,105.0,24.0,102.0,20.0,92.0,103.0,113.0,134.0,126.0,112.0,12.0,61.0,10.0,90.0,10.0,75.0,11.0,68.0,9.0,51.0,73.0,100.0,85.0,79.0,60.0,"['202', '268']",Creatieve Therapie,Gedrag en Maatschappij,1.0,Arts Therapies,154.0,559.0,both,,no_tech
25KB,35158,Hogeschool van Arnhem en Nijmegen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Pedagogiek,hbo,bachelor,9.0,230.0,11.0,211.0,16.0,190.0,14.0,180.0,9.0,199.0,239.0,222.0,206.0,194.0,208.0,12.0,198.0,11.0,227.0,10.0,236.0,14.0,198.0,7.0,175.0,210.0,238.0,246.0,212.0,182.0,"['202', '268']",Pedagogiek,Onderwijs en Opvoeding,1.0,Educational Theory,229.0,916.0,both,,no_tech
25KB,44116,Hogeschool van Arnhem en Nijmegen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Social Work,hbo,master,4.0,13.0,4.0,16.0,5.0,14.0,1.0,14.0,5.0,13.0,17.0,20.0,19.0,15.0,18.0,2.0,13.0,4.0,5.0,1.0,9.0,2.0,13.0,1.0,7.0,15.0,9.0,10.0,15.0,8.0,"['202', '268']",Social Work,Gedrag en Maatschappij,1.0,Social Work,14.0,0.0,both,,no_tech
25KB,80140,Hogeschool van Arnhem en Nijmegen,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Sociaal Werk,hbo,associate degree,0.0,0.0,0.0,0.0,0.0,0.0,24.0,37.0,41.0,80.0,0.0,0.0,0.0,61.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,36.0,14.0,16.0,0.0,0.0,0.0,48.0,30.0,"['202', '268']",Social Work,Gedrag en Maatschappij,1.0,Social Work,61.0,63.0,both,,no_tech
25KB,30023,Hogeschool van Arnhem en Nijmegen,gezondheidszorg,n.v.t. (gezondheidszorg),Medische Hulpverlening,hbo,bachelor,9.0,16.0,6.0,18.0,9.0,28.0,8.0,32.0,14.0,56.0,25.0,24.0,37.0,40.0,70.0,0.0,12.0,4.0,16.0,6.0,19.0,6.0,15.0,9.0,8.0,12.0,20.0,25.0,21.0,17.0,"['202', '268']",Verpleegkunde,Gezondheid,1.0,Allied Medical Care,45.0,138.0,both,,no_tech
25KB,34538,Hogeschool van Arnhem en Nijmegen,gezondheidszorg,n.v.t. (gezondheidszorg),Management in de Zorg,hbo,bachelor,8.0,36.0,9.0,22.0,7.0,20.0,8.0,27.0,8.0,22.0,44.0,31.0,27.0,35.0,30.0,4.0,16.0,7.0,33.0,6.0,22.0,5.0,28.0,11.0,29.0,20.0,40.0,28.0,33.0,40.0,"['202', '268']",Management in de Zorg,Gezondheid,1.0,Health Care Management,34.0,168.0,both,,no_tech
25KB,34560,Hogeschool van Arnhem en Nijmegen,gezondheidszorg,n.v.t. (gezondheidszorg),Opleiding tot Verpleegkundige,hbo,bachelor,31.0,216.0,60.0,431.0,46.0,417.0,42.0,469.0,67.0,584.0,247.0,491.0,463.0,511.0,651.0,14.0,178.0,30.0,185.0,35.0,215.0,28.0,300.0,44.0,353.0,192.0,215.0,250.0,328.0,397.0,"['202', '268']",Verpleegkunde,Gezondheid,1.0,Nursing,506.0,1822.0,both,,no_tech
25KB,34570,Hogeschool van Arnhem en Nijmegen,gezondheidszorg,n.v.t. (gezondheidszorg),Opleiding tot Fysiotherapeut,hbo,bachelor,70.0,76.0,72.0,82.0,59.0,69.0,67.0,102.0,81.0,97.0,146.0,154.0,128.0,169.0,178.0,65.0,90.0,66.0,93.0,71.0,99.0,75.0,90.0,57.0,66.0,155.0,159.0,170.0,165.0,123.0,"['202', '268']",Fysiotherapie,Gezondheid,1.0,Physiotherapy,219.0,690.0,both,,no_tech
25KB,34574,Hogeschool van Arnhem en Nijmegen,gezondheidszorg,n.v.t. (gezondheidszorg),Opleiding voor Ergotherapie,hbo,bachelor,16.0,81.0,31.0,137.0,26.0,127.0,18.0,110.0,15.0,73.0,97.0,168.0,153.0,128.0,88.0,6.0,91.0,14.0,92.0,12.0,111.0,12.0,127.0,10.0,78.0,97.0,106.0,123.0,139.0,88.0,"['202', '268']",Ergotherapie en Beweging,Gezondheid,1.0,Occupational Therapy,164.0,577.0,both,,no_tech
25KB,34576,Hogeschool van Arnhem en Nijmegen,gezondheidszorg,n.v.t. (gezondheidszorg),Mondzorgkunde,hbo,bachelor,5.0,57.0,4.0,54.0,8.0,55.0,2.0,52.0,10.0,56.0,62.0,58.0,63.0,54.0,66.0,4.0,32.0,9.0,54.0,4.0,45.0,4.0,50.0,5.0,51.0,36.0,63.0,49.0,54.0,56.0,"['202', '268']",Mondzorgkunde,Gezondheid,1.0,Dental Hygiene,69.0,276.0,both,,no_tech
25KB,34578,Hogeschool van Arnhem en Nijmegen,gezondheidszorg,n.v.t. (gezondheidszorg),Opleiding voor Logopedie,hbo,bachelor,4.0,103.0,5.0,106.0,2.0,79.0,1.0,57.0,3.0,66.0,107.0,111.0,81.0,58.0,69.0,3.0,113.0,2.0,122.0,2.0,79.0,1.0,94.0,1.0,69.0,116.0,124.0,81.0,95.0,70.0,"['202', '268']",Logopedie,Gezondheid,1.0,Speech and Language Therapy,74.0,356.0,both,,no_tech
25KB,34579,Hogeschool van Arnhem en Nijmegen,gezondheidszorg,n.v.t. (gezondheidszorg),Voeding en Dietetiek,hbo,bachelor,11.0,115.0,12.0,108.0,5.0,105.0,28.0,137.0,26.0,96.0,126.0,120.0,110.0,165.0,122.0,9.0,127.0,11.0,123.0,14.0,131.0,11.0,105.0,15.0,104.0,136.0,134.0,145.0,116.0,119.0,"['202', '268']",Voeding en diëtetiek,Gezondheid,1.0,Nutrition and Dietetics,213.0,580.0,both,,no_tech
25KB,49115,Hogeschool van Arnhem en Nijmegen,gezondheidszorg,n.v.t. (gezondheidszorg),Physician Assistant,hbo,master,4.0,20.0,12.0,35.0,18.0,41.0,15.0,45.0,25.0,54.0,24.0,47.0,59.0,60.0,79.0,15.0,16.0,11.0,22.0,5.0,14.0,3.0,17.0,11.0,28.0,31.0,33.0,19.0,20.0,39.0,"['202', '268']",Verpleegkunde,Gezondheid,1.0,Physician Assistant,61.0,164.0,both,,no_tech
25KB,49139,Hogeschool van Arnhem en Nijmegen,gezondheidszorg,n.v.t. (gezondheidszorg),Sport- en Beweeginnovatie,hbo,master,0.0,0.0,0.0,0.0,0.0,0.0,37.0,14.0,19.0,4.0,0.0,0.0,0.0,51.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,10.0,"['202', '268']",,,1.0,Sport- en Beweeginnovatie,51.0,51.0,left_only,,no_tech
25KB,49143,Hogeschool van Arnhem en Nijmegen,gezondheidszorg,n.v.t. (gezondheidszorg),Neurorevalidatie en Innovatie,hbo,master,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,42.0,0.0,0.0,0.0,0.0,56.0,,,,,,,,,,,,,,,,"['202', '268']",Overig gezondheidszorg,Gezondheid,1.0,Neurorevalidation and Innovation,0.0,0.0,both,,no_tech
25KB,49246,Hogeschool van Arnhem en Nijmegen,gezondheidszorg,n.v.t. (gezondheidszorg),Advanced Nursing Practice,hbo,master,8.0,34.0,7.0,49.0,11.0,56.0,8.0,56.0,3.0,75.0,42.0,56.0,67.0,64.0,78.0,3.0,28.0,5.0,32.0,4.0,33.0,3.0,36.0,8.0,47.0,31.0,37.0,37.0,39.0,55.0,"['202', '268']",Verpleegkunde,Gezondheid,1.0,Advanced Nursing Practice,66.0,138.0,both,,no_tech
25KB,49303,Hogeschool van Arnhem en Nijmegen,gezondheidszorg,n.v.t. (gezondheidszorg),Vaktherapie,hbo,master,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,25.0,,,,,,,,,,,,,,,,"['202', '268']",Creatieve Therapie,Gedrag en Maatschappij,1.0,Arts Therapies,0.0,0.0,both,,no_tech
25KB,80011,Hogeschool van Arnhem en Nijmegen,gezondheidszorg,n.v.t. (gezondheidszorg),Management in de Zorg,hbo,associate degree,3.0,13.0,6.0,14.0,3.0,7.0,6.0,19.0,12.0,23.0,16.0,20.0,10.0,25.0,35.0,2.0,17.0,10.0,19.0,7.0,19.0,3.0,13.0,5.0,22.0,19.0,29.0,26.0,16.0,27.0,"['202', '268']",Management in de Zorg,Gezondheid,1.0,Health Care Management,18.0,28.0,both,,no_tech
25KB,34808,Hogeschool van Arnhem en Nijmegen,onderwijs,leraar basisonderwijs,Opleiding tot leraar Basisonderwijs,hbo,bachelor,55.0,219.0,62.0,214.0,85.0,209.0,85.0,254.0,102.0,275.0,274.0,276.0,294.0,339.0,377.0,61.0,243.0,23.0,214.0,42.0,182.0,45.0,246.0,58.0,239.0,304.0,237.0,224.0,291.0,297.0,"['202', '268']",Leraar basisonderwijs (PABO),Onderwijs en Opvoeding,1.0,Education in Primary Schools (age 4 - 12),427.0,1568.0,both,,no_tech
25KB,35025,Hogeschool van Arnhem en Nijmegen,onderwijs,n.v.t. (onderwijs),Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding,hbo,bachelor,97.0,17.0,104.0,51.0,113.0,44.0,101.0,45.0,96.0,40.0,114.0,155.0,157.0,146.0,136.0,107.0,41.0,84.0,40.0,57.0,16.0,69.0,23.0,94.0,20.0,148.0,124.0,73.0,92.0,114.0,"['202', '268']",Academie lichamelijke opvoeding (ALO),Onderwijs en Opvoeding,1.0,Teacher Education in Physical Education,204.0,754.0,both,,no_tech
25KB,35193,Hogeschool van Arnhem en Nijmegen,onderwijs,n.v.t. (onderwijs),Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits,hbo,bachelor,9.0,24.0,16.0,19.0,13.0,21.0,10.0,16.0,9.0,12.0,33.0,35.0,34.0,26.0,21.0,9.0,21.0,5.0,9.0,7.0,23.0,8.0,16.0,10.0,19.0,30.0,14.0,30.0,24.0,29.0,"['202', '268']",Lerarenopleiding talen,Onderwijs en Opvoeding,1.0,Teacher Education in German,46.0,184.0,both,,no_tech
